attrib1,attrib2,attrib3,class
7.291315,0.245674,5.855813,0
8.616013,6.153431,5.405597,1
6.415123,2.706091,8.017556,1
9.612157,0.660684,6.891449,0
1.561381,1.805449,9.460871,0
7.869895,5.432773,8.218063,1
0.356533,1.518587,7.993931,0
3.126963,0.121002,5.430836,0
0.419021,2.777429,4.765775,0
0.782391,6.582316,3.957332,0
4.2699,7.443863,8.799591,0
3.225052,3.941923,4.185417,1
1.843002,7.576921,8.841567,1
2.633973,5.200391,0.109045,0
1.92427,0.946954,7.985501,0
5.709706,5.292553,0.191513,1
2.495903,4.617216,0.442741,0
3.295811,5.585492,4.425198,0
2.048152,1.766467,8.634643,0
9.222041,6.839756,2.291397,1
1.053117,4.061627,6.815247,0
3.142063,7.82926,2.890997,1
0.88613,5.164471,8.158043,0
7.869347,5.222874,7.020687,1
0.075441,0.519834,4.485645,0
1.195396,5.894457,0.551187,0
1.863383,2.093424,1.903406,0
9.81391,5.369859,0.488514,1
1.092701,6.026918,2.383867,0
8.849468,1.330551,1.210557,0
4.769131,3.928943,4.958143,1
2.599376,4.801812,0.767945,0
0.207953,0.600183,5.209589,0
4.331673,1.77136,2.242027,0
4.682074,0.708829,2.992289,0
9.461167,7.545055,3.880407,1
4.611691,2.969776,9.353643,0
0.127414,3.022451,8.404334,0
3.903285,0.037703,9.317426,0
9.43104,7.77623,5.377792,1
5.462649,1.224318,8.03274,0
7.134321,1.334711,3.006474,1
1.818441,1.683084,3.851994,0
2.704781,1.890212,5.310289,0
4.779882,1.54916,3.156152,0
0.640393,4.055843,2.792508,0
0.670081,1.682834,1.114553,0
0.616464,2.495266,9.778392,1
9.260453,7.887524,2.561423,1
4.574306,6.027334,8.419466,1
9.491949,6.439285,5.809612,0
2.208046,9.755839,3.084358,1
6.257919,9.912784,5.438298,1
5.672933,1.776028,1.374082,1
0.324495,3.590119,7.546049,0
6.203428,1.787351,5.926987,0
6.231486,2.15331,7.628512,0
4.936509,2.292376,3.600005,0
6.978152,9.163312,2.151689,0
5.602925,8.560587,6.532152,1
5.519139,5.40144,3.401167,0
2.187565,1.321535,3.108102,0
1.311192,6.425889,5.437433,0
5.414565,9.254847,7.867329,1
5.282572,0.356993,4.575404,0
4.554418,0.491898,6.703963,0
3.526028,6.726652,0.047733,0
2.258952,1.122737,3.674092,0
0.06413,2.855413,3.951051,0
3.451525,8.109504,4.50595,1
1.180552,4.0564,6.58546,0
5.55374,7.800427,4.601021,1
0.497533,5.53329,9.05269,0
3.83327,7.226834,3.980941,1
4.701924,2.420766,0.064688,0
2.815768,0.154062,9.923904,0
5.799641,1.999903,8.154213,0
8.461455,8.460735,6.464943,1
8.411269,5.188481,7.82759,1
4.112073,3.558732,6.612949,0
3.818374,4.04339,4.063421,0
2.596025,0.997642,5.031173,0
4.72756,3.792439,0.637341,0
2.648207,1.296385,2.121192,0
9.220246,9.023814,9.282019,0
2.004695,2.575691,6.353651,1
5.235423,2.26766,5.184077,0
0.398242,3.998902,4.188875,0
1.553636,4.585731,4.471775,0
1.044711,8.525105,5.164884,1
7.151704,0.924727,4.985309,1
7.513648,0.275207,3.244952,0
1.049515,6.137179,9.472449,0
3.313187,5.815137,7.337413,0
5.889132,1.034319,6.807441,0
0.404866,4.573476,6.229632,0
6.165162,7.395741,8.520256,1
6.738669,8.680881,0.441866,1
6.778354,4.142745,8.224907,0
5.430879,7.316228,2.98241,1
4.644942,3.991333,9.342212,1
4.43647,2.938364,3.169251,0
4.236666,4.594228,5.683389,1
8.743284,4.49339,2.066877,1
6.747655,8.09536,2.160909,1
2.286883,5.611677,0.091907,0
1.756353,1.459908,1.713995,0
2.47593,3.635322,0.848539,0
1.208244,2.855692,8.958664,0
0.52708,3.233196,5.952475,0
2.840657,8.932026,2.637382,1
3.504171,2.994483,6.999741,1
1.928221,7.547768,9.609685,1
3.357908,0.141116,1.803696,0
4.393406,1.516761,9.473741,0
3.406855,4.740326,2.17449,1
0.453147,7.096521,0.167118,0
3.962683,4.869093,7.352355,1
9.626274,6.751019,4.733477,1
0.000304,6.359246,0.64213,0
2.871406,3.377402,5.139587,0
2.195242,5.980128,4.091634,1
0.477907,0.361693,8.928842,0
8.571674,5.750554,4.666477,1
2.033938,2.012487,5.541097,0
2.0543,5.596454,9.284619,0
0.509975,3.073595,5.766853,0
4.284576,1.860297,5.325558,0
4.455495,3.111605,9.669108,0
5.065704,1.314315,6.281054,0
0.506187,1.313831,2.835081,0
1.226866,2.714395,5.475769,0
7.757541,7.342622,6.522566,1
1.852283,5.688765,0.928609,0
7.857219,6.263817,0.353006,1
2.317738,3.518866,6.185605,0
7.797857,6.992329,9.95657,1
8.862696,8.013125,0.521468,0
1.635607,6.134215,3.757982,0
9.530342,1.94868,5.796228,1
7.426139,0.43295,0.125299,0
7.401569,2.005597,1.808025,0
5.973915,2.880208,6.032559,1
2.567709,2.31476,2.900132,0
0.924218,1.921085,1.947801,0
3.318559,3.523519,4.722244,0
1.299588,1.100791,6.321931,0
8.197773,5.396156,5.473919,1
9.770416,9.039257,9.984001,1
4.45862,0.544263,7.911443,0
1.84004,2.443758,9.186242,0
1.363504,6.291186,1.088418,0
1.642824,0.649897,4.693082,0
9.945188,0.677084,1.837649,1
7.93149,9.514293,7.670883,0
4.998002,1.168226,5.296382,0
6.457676,2.00533,0.368533,1
5.703146,3.391282,9.377717,0
4.419931,1.970856,7.764419,0
1.705113,1.552951,3.359618,0
9.283971,0.567477,7.163587,1
8.645564,0.214475,5.984483,1
5.38232,9.251948,2.660377,1
0.449179,7.342386,0.97803,0
2.748456,1.572402,6.299141,0
3.259795,4.727361,4.039211,0
5.024605,1.294606,8.418049,0
7.969786,5.447579,3.939759,0
6.997925,5.223408,1.428759,1
5.618126,1.880655,4.419919,0
6.091827,8.972406,1.594068,1
1.416758,2.528871,7.461812,0
2.201224,4.893948,0.608321,0
5.296058,6.317119,7.237349,1
3.462873,9.405569,2.714189,1
2.189289,0.681537,4.977912,0
5.375592,8.503029,7.665004,1
2.065843,0.150661,7.02457,0
2.413034,5.329754,1.327908,0
4.926148,7.983964,1.617713,0
8.33871,9.495738,5.461017,1
5.711521,4.198684,4.526258,1
7.297121,5.670065,6.049177,0
8.731766,2.599031,9.66882,1
9.991033,2.638711,7.306389,1
5.328378,0.326386,9.282395,0
6.503403,0.582434,7.094573,0
8.176567,6.643128,6.673883,0
5.658367,7.877261,2.189546,0
0.985884,3.546114,9.339167,0
5.142291,4.601075,2.279058,0
5.010199,6.050572,2.903302,0
5.507089,5.913804,0.796965,0
5.681443,8.14868,3.786065,0
3.476371,3.942481,1.97782,0
2.858577,5.635687,3.547329,1
2.388999,4.152967,1.585143,0
0.728373,4.948668,1.562978,0
4.513458,3.982331,7.484749,1
2.642819,0.301377,2.495061,0
3.691672,0.37283,4.303944,0
3.768474,6.966458,3.970625,0
2.822991,4.591018,6.077267,1
5.719873,2.193787,8.514716,0
2.436042,8.133953,2.961169,1
0.830783,3.076636,8.935132,0
6.603626,8.411467,9.019694,0
2.318396,5.243226,8.105558,0
1.469994,7.572125,7.939073,1
5.729447,0.464601,4.237906,0
6.230552,1.905796,1.773451,0
1.335806,9.378671,7.489388,1
3.17598,5.571826,3.877531,1
2.112728,4.100854,2.54848,0
7.653627,0.131734,4.900121,0
1.819321,2.6358,8.50272,0
5.245239,0.879565,1.890611,0
1.506573,7.23337,3.162722,0
0.935564,9.518253,4.492401,0
3.211292,2.620084,8.732161,0
9.866493,7.137004,9.041533,1
7.141877,6.957474,3.276291,0
1.996506,2.955998,0.324858,0
1.847565,0.032443,8.63604,0
9.126771,9.743456,6.96201,1
6.27481,0.205469,9.96675,0
9.05144,1.239026,2.906882,0
0.947436,2.687987,5.015905,0
0.231924,5.667043,2.090342,0
9.675678,8.404297,0.80996,1
3.887363,2.651593,8.268668,0
0.439525,8.995262,7.171993,1
2.419186,5.251258,6.071772,0
2.713249,4.595009,5.790578,0
6.73171,1.906041,2.763327,1
2.545489,2.197495,0.342151,0
0.66629,0.232084,1.319753,0
1.329083,2.241705,0.313448,0
4.815865,1.050294,4.783668,0
4.092691,9.492161,6.832988,1
7.353987,3.209876,3.498095,1
7.811484,8.216601,8.640409,1
4.476463,7.488285,6.164493,0
5.94708,2.010634,5.979846,0
3.305356,1.127748,0.330475,0
2.844284,3.509019,8.034045,0
9.721025,5.944869,4.289053,1
4.803569,2.275575,1.961949,0
2.416142,8.001906,6.553182,1
7.212135,0.265053,9.482185,0
1.385416,3.086741,0.892824,1
3.44414,8.372103,8.553128,0
0.797957,1.401224,5.740314,0
3.944598,4.58655,7.966943,1
0.113515,3.633551,6.296781,0
7.143565,9.268141,2.45022,1
2.460424,1.278878,9.675071,0
5.679257,7.547666,3.323971,1
1.214802,3.796744,2.022943,0
7.047336,3.092696,2.780458,0
1.259354,5.565872,5.120156,0
8.003567,5.680244,7.928615,1
1.816462,9.511816,4.933832,1
0.177983,8.904837,5.720294,1
5.871158,0.309557,4.278514,0
6.257975,5.451028,3.431025,1
9.739011,6.303539,2.572771,1
2.785229,2.513558,0.548779,0
3.254925,3.263782,6.375523,0
8.504274,0.451909,2.156264,1
5.383687,9.489716,8.983974,1
7.346745,0.238425,8.113059,0
4.924998,3.057183,3.67479,0
7.776146,3.753569,1.993532,0
1.748803,4.237565,7.460799,0
8.674444,1.032381,4.903449,1
4.954232,7.181176,3.683842,0
2.060071,5.186762,8.479706,0
5.22931,3.44601,3.187529,1
4.776938,2.410187,5.321511,0
0.889439,6.458725,8.476432,0
5.835474,1.227116,5.87229,0
1.596201,2.67762,2.966418,0
1.307989,2.208365,2.938624,0
2.934924,2.942413,3.040372,0
0.195258,9.466163,1.446946,1
6.406879,2.053506,4.292324,1
3.676001,3.47035,3.618633,0
8.362613,3.627585,4.982821,1
0.520386,4.044613,3.594387,0
1.85793,2.965556,3.190596,0
9.669859,1.112139,1.538262,0
6.411094,9.453075,1.156728,1
8.300684,5.353738,9.645684,1
4.266567,0.602916,3.545615,0
4.945248,5.91195,3.165106,1
3.195491,5.585777,8.549082,0
8.609606,2.242016,0.478694,1
3.187366,8.918219,7.849569,1
1.317715,0.995581,9.543006,0
2.778897,4.722206,3.772194,0
5.719787,0.535792,8.326161,0
1.224874,8.898264,1.618616,0
5.769973,7.931163,8.128577,0
1.133347,1.318803,9.048892,0
9.805897,6.451383,2.937771,1
0.760088,3.245211,8.458307,0
0.184741,5.057788,3.336895,0
7.096993,0.301802,7.155434,0
3.928472,1.439353,2.066057,0
0.164322,0.18213,7.213124,0
0.200094,5.664512,6.914179,0
9.908076,8.254605,5.758685,1
5.916564,0.511533,9.58246,0
1.615919,1.790286,0.901818,0
2.238617,2.017998,6.539397,0
4.830814,1.769836,5.538683,0
4.132748,1.891411,9.008249,0
2.378011,1.201089,1.28191,0
6.452071,0.975178,1.142036,0
0.192682,0.722938,9.327789,0
9.895614,6.162822,6.921987,1
1.022804,9.277313,2.728108,1
2.515877,3.041082,5.471655,0
4.707484,0.379651,3.357274,0
2.613221,2.38713,3.951466,0
1.827881,5.56842,5.724503,0
7.229739,7.355576,0.88443,0
2.870773,0.57807,3.267479,0
7.589883,7.005141,0.889711,1
2.863477,0.450867,7.657965,0
4.486207,2.89103,3.866335,0
6.189458,1.429648,9.277897,0
2.797535,7.412553,4.482373,1
9.480771,3.055928,4.636708,1
2.206297,2.889711,2.577986,0
9.956434,9.41235,8.111512,0
4.997762,1.476971,0.923241,0
1.627876,4.738424,0.872614,0
0.994063,5.770921,5.595768,0
5.440855,1.250337,6.085966,1
8.962217,9.06248,5.89851,0
1.97356,4.317715,8.708906,0
1.865156,0.667607,0.414731,0
3.7909,3.215956,3.163614,0
5.209813,9.941261,0.534058,0
4.379587,2.881248,4.314385,0
5.816843,2.137558,9.861811,1
2.316513,8.518598,8.54116,1
4.613175,0.785377,3.290694,0
1.998172,0.928568,6.973164,0
1.796123,3.139634,2.831681,0
6.685228,0.709937,4.455131,0
2.164675,6.582772,0.460537,1
8.022923,7.927091,0.19815,1
4.797711,1.122548,9.209441,1
2.559192,7.287576,8.119227,0
1.471464,4.800645,2.167494,0
1.953533,5.540995,6.234491,0
6.562437,7.861507,3.967445,0
3.011947,2.290418,3.589535,0
5.022622,1.439502,7.200286,0
6.237405,0.316663,2.921305,0
0.004683,1.416968,1.293901,0
3.538025,3.877017,5.656553,0
2.312376,8.959225,8.107141,1
3.004598,6.119567,7.698668,1
3.05168,0.460061,7.812584,0
5.670985,1.523233,2.98933,0
2.69227,3.235471,0.913058,0
1.25122,5.35816,2.180145,0
1.416764,1.438055,1.954643,0
5.470125,4.713359,1.674602,0
0.910088,6.269203,5.443806,0
0.583326,1.577501,1.351309,0
1.516529,0.855488,1.836383,0
1.441576,4.91532,9.49017,0
0.869581,2.571832,6.516736,1
5.810913,8.033541,3.519181,1
1.001573,3.982734,6.741132,0
0.237171,0.860977,1.43674,0
4.524203,1.859407,5.746671,0
4.659636,9.016947,3.994784,0
3.832926,7.68232,7.223301,1
3.691864,0.415691,4.305358,0
0.701814,3.442952,9.194095,0
2.099507,7.17103,8.717873,1
6.045687,1.628031,5.039746,0
7.939318,3.480868,2.284859,0
0.491465,3.851076,5.799253,0
1.81291,3.047309,0.809128,0
9.482871,8.275506,8.015451,1
6.825369,6.017599,6.279848,1
0.866041,6.073098,1.88448,0
5.333137,8.931389,6.996547,1
7.200167,9.192432,7.442257,1
8.233212,0.817198,5.031241,0
9.991378,7.45141,2.975164,1
6.193663,6.390861,1.773254,0
4.573709,1.711741,8.783769,0
4.505021,0.574964,8.555939,0
5.27413,6.155497,7.911654,0
5.199001,6.477998,3.744269,0
0.104649,7.781087,5.147931,0
0.649751,5.922941,1.792912,0
8.319147,1.778115,2.557819,0
5.125896,0.723954,8.715458,0
0.126272,5.852414,4.929706,0
5.417099,5.971629,9.158664,0
5.449729,0.618513,9.118814,0
3.839615,3.15098,8.367152,0
4.431423,2.584056,1.671749,0
0.757151,5.163282,8.383799,0
1.264387,9.191155,1.628997,1
4.184259,1.91125,6.492431,0
3.825933,7.939891,0.325061,1
9.244529,5.385707,8.49992,1
3.223463,0.717771,8.841844,0
1.575329,6.297116,4.449388,0
4.583233,3.194985,4.847003,0
9.670603,6.061984,6.18626,1
1.945447,3.774057,3.915499,0
5.261079,2.423424,0.101678,0
1.794229,4.831014,7.532651,0
0.433941,5.162005,5.415866,0
1.405167,9.456047,8.385084,1
1.331157,2.614848,8.257701,0
0.336217,1.466922,9.183523,0
9.097754,0.580673,7.867505,1
6.249912,2.077195,9.682969,1
2.551015,2.752325,7.544082,0
8.902826,0.537332,9.6691,1
2.655332,3.633909,5.161084,0
0.169197,1.619124,1.727835,0
8.060854,5.634669,1.10999,0
2.99029,4.716398,4.538069,0
0.232754,3.793614,0.727843,0
3.507895,7.722065,0.132371,0
1.883333,8.62535,6.14977,1
0.562899,6.281604,8.623823,0
0.71024,0.985183,6.833568,0
2.375939,7.515046,0.595224,1
5.703902,7.877516,0.000156,0
6.429748,0.165725,8.131611,0
9.465338,6.56862,8.400318,1
2.621999,4.67724,2.200912,0
1.322932,5.414903,1.133493,0
8.443595,5.706452,7.087224,0
8.680323,0.972151,4.776576,0
2.050071,2.19113,4.357204,0
5.623951,0.408914,8.337732,0
4.095588,2.155073,1.234765,0
0.545302,4.598666,1.575833,0
3.894892,0.788185,7.252963,0
4.968616,1.104061,8.565578,0
9.14128,6.819546,5.88661,0
4.960543,1.215385,3.752841,0
9.266253,0.123119,3.246232,0
5.032748,4.454495,5.526528,1
9.998731,2.156503,5.51907,1
1.037577,1.080109,7.92303,0
7.902397,7.114526,4.920766,1
6.1357,8.294485,4.833419,0
3.515677,3.715224,0.225919,0
0.650156,0.811553,7.770348,1
5.170397,2.972013,2.980422,0
1.453526,8.881354,5.229838,1
1.035042,2.563088,9.560814,0
1.290564,3.41314,0.111275,0
8.474412,9.093495,0.518178,1
3.528234,3.708989,3.074047,0
2.714484,9.59662,6.552022,1
0.0165,9.682202,8.484319,1
3.662585,3.424522,9.614215,0
9.526941,8.920847,6.22076,0
0.398235,4.72204,4.91412,0
5.657092,5.40278,6.96845,1
4.362777,1.667685,8.031577,0
4.015896,0.000443,1.98961,0
3.914999,9.627029,4.392625,1
9.3746,3.682145,3.254101,0
1.949286,2.067561,1.459693,0
1.909073,2.717894,0.321787,0
0.415665,4.559091,2.299991,0
0.452871,2.604748,1.311057,0
1.331893,6.471311,3.889987,1
1.814302,4.875646,0.599356,0
3.626619,0.928583,3.835239,1
7.003171,1.574145,4.133959,1
4.850219,4.544054,0.515923,1
0.49084,0.160965,8.052397,0
1.837106,1.88791,0.06715,0
2.68067,5.620912,5.111191,1
2.533445,3.46388,0.823076,0
1.846896,6.134992,6.334817,0
8.66939,0.332017,3.23237,1
3.083462,1.725539,2.842543,0
2.231761,3.46241,9.663814,0
3.967996,2.352771,2.895953,0
0.66653,0.588711,7.701554,0
1.791878,0.054734,2.453851,0
7.967861,4.808746,1.53292,1
9.165637,3.577737,7.6796,1
2.015255,3.401023,1.826447,0
4.816559,0.699638,2.911756,0
6.5237,8.660466,0.609168,0
1.721345,3.483668,7.810908,0
8.500042,9.202688,6.688519,1
3.292983,2.53932,3.565544,0
5.327641,8.266796,6.517365,0
4.192888,2.084202,9.377547,0
4.066023,9.832206,6.197188,1
1.207454,1.68329,3.43453,0
4.752013,2.782989,0.724635,0
2.330056,0.96428,2.562956,0
2.793235,4.519447,0.028232,0
0.240799,6.601659,6.007086,0
4.399201,4.620067,5.652507,0
1.041027,1.747823,6.990597,0
1.108642,6.152639,9.154422,0
1.209512,4.597095,6.901761,0
3.349205,9.112455,5.145652,1
6.655504,5.345198,2.335578,0
7.374573,7.885157,1.210689,0
3.905732,0.229474,2.955746,0
4.234005,1.917296,7.76709,0
8.002915,9.427673,9.987238,1
2.611644,9.936645,9.06385,1
7.568617,2.731924,2.585126,1
4.303738,2.658111,8.840423,0
2.420724,7.213746,9.109389,0
2.278712,2.634719,8.634333,0
3.236746,0.545072,8.774101,0
8.683451,9.275709,2.062427,1
4.383778,9.622349,7.623812,1
0.476951,8.160805,8.30536,1
1.903445,1.810165,4.556707,0
6.957402,5.089177,2.929797,1
0.865724,1.912391,1.547605,0
3.82838,2.139634,8.190728,0
9.777277,7.529579,2.271948,0
2.830071,3.76622,0.099047,0
1.105405,5.134642,6.321292,0
8.011446,4.601622,8.460922,1
6.93319,8.964586,9.295512,0
2.90397,2.143659,5.926971,0
1.011226,3.224881,6.182914,0
2.722575,1.762556,1.757586,0
0.08836,0.706876,5.778799,0
1.642167,2.975841,1.223169,1
4.42969,7.060931,6.39417,1
0.757479,2.469969,5.812851,0
0.575909,1.533979,1.296884,0
1.742398,2.281404,2.006555,0
3.942678,8.566544,9.443437,1
7.729003,3.464601,5.594737,1
7.586414,1.722335,1.146903,0
1.423812,4.552302,1.596044,0
5.064086,2.069931,3.541008,0
9.888949,5.10257,8.54233,0
7.323482,7.163547,8.832349,1
0.666,0.439743,5.644984,0
4.168164,0.463899,4.508389,0
9.508888,6.457799,3.383845,0
4.686485,0.646968,2.008277,0
4.367266,3.269368,6.549842,0
1.178803,9.164125,7.167773,1
2.464544,3.197812,7.183513,0
4.813212,6.315473,8.144618,0
1.647048,0.21275,4.858589,0
9.216549,1.156996,6.498635,0
4.954647,8.333171,4.044377,0
4.632413,0.223913,1.205937,0
7.16152,3.863602,0.087923,0
5.238911,1.846984,3.210642,0
6.767495,6.573802,8.724323,1
3.762793,2.990478,1.038011,0
8.087934,8.613574,8.850864,1
0.765127,0.79289,0.727485,0
2.810573,2.480961,1.096657,0
2.14697,2.867379,5.252731,0
0.992507,2.125883,2.789951,0
8.152466,6.6774,0.74602,1
1.989103,8.664936,6.779597,1
4.331255,0.651768,4.21322,0
8.700619,9.649692,8.684539,1
3.967312,2.567045,4.193605,0
6.569725,9.398329,2.932553,1
2.82264,5.158687,1.792151,0
2.955927,4.928754,0.761274,0
6.014383,4.722299,6.797914,0
2.737746,4.86085,2.172885,0
4.361321,0.065361,7.102989,0
4.242798,2.169616,2.234837,0
0.806779,5.858626,1.908592,0
3.367993,1.231357,9.749199,0
1.627009,2.209199,6.109404,0
3.527582,2.388389,7.864357,0
2.839617,1.15392,8.316153,0
0.360381,5.814631,8.484546,0
1.394026,8.298314,9.699409,1
5.242512,1.919328,8.010347,0
0.924813,3.766762,9.736032,0
2.255596,2.531718,1.088327,0
0.528167,1.641845,6.110341,0
5.107005,2.678779,1.723113,0
0.646748,2.862682,8.453607,0
4.142799,2.268392,5.718163,0
3.317907,0.602116,9.450204,0
7.836504,7.897389,0.663817,1
1.749285,1.70624,1.595292,0
1.771408,5.408959,7.597749,0
6.907783,1.557505,4.027858,1
6.410474,1.04318,6.36623,0
2.867068,0.099101,2.077631,0
8.117696,3.503232,7.527596,1
1.150031,4.728475,5.949049,0
3.002884,2.26665,5.388806,0
3.534202,2.089797,9.960797,0
0.768612,8.191488,3.012918,0
0.414136,5.034434,3.394764,0
5.971113,1.673306,9.697423,0
2.780521,6.408625,3.882845,1
6.745174,3.637839,7.829487,1
3.331686,6.888506,1.203229,1
2.585521,0.830351,5.49513,0
8.066212,7.194844,3.265676,1
1.495186,2.343146,7.555777,0
1.474855,3.784714,8.530949,0
9.869633,2.781394,7.983658,1
8.089229,2.667103,8.854875,0
5.746168,3.109293,3.012042,0
5.183098,6.250008,6.55375,1
0.556961,1.101571,9.172935,0
7.712566,9.666085,2.460179,1
0.004567,6.177881,6.099736,0
0.66547,5.869141,8.947269,0
3.32173,1.026091,3.467802,0
1.63744,5.187035,1.295605,0
0.605127,2.13294,7.151296,0
4.205155,0.476989,1.207647,0
3.37417,4.576675,7.976886,0
5.07684,2.600127,7.382083,0
2.715547,7.897889,8.14233,1
1.068957,3.984861,4.331244,0
8.428908,2.892336,6.729319,1
4.441209,8.589902,5.29586,0
0.590492,1.576226,2.783512,0
5.073877,0.815514,2.411668,0
2.807598,0.755177,6.345946,0
6.096877,1.241069,4.926258,0
2.875875,1.450859,5.547715,0
9.754491,2.126025,6.96837,0
4.332841,7.098363,5.552972,0
4.906194,2.218838,3.828757,0
8.886723,0.316566,8.382698,1
0.469759,3.535008,9.32012,0
1.297348,4.358802,1.900521,0
8.652104,9.838358,6.135741,1
4.334493,9.740061,1.526979,1
1.569675,1.383182,7.556737,0
2.865976,0.248963,0.878502,0
4.513092,9.463969,0.978582,1
0.749636,5.617924,6.051577,0
1.576584,6.237115,0.798673,0
1.95909,3.499998,1.015002,0
4.083013,2.431632,0.588112,0
1.537193,7.515714,5.369607,1
7.029077,7.454274,5.727913,0
7.668615,5.095799,4.26397,1
3.469292,0.683544,7.912739,0
4.972195,5.300575,2.934545,1
1.689181,5.856084,3.624512,0
0.703522,1.266025,6.842287,0
0.828661,2.828555,2.318351,0
1.295086,1.638546,8.974425,0
0.799272,4.328525,4.268064,0
0.534595,8.34045,1.486933,0
5.296871,2.064524,7.365526,0
7.642811,6.614148,2.87509,1
5.876789,3.617557,4.258958,1
0.393828,0.608473,6.454263,0
0.794845,5.303067,7.674391,0
7.685784,0.07832,1.413681,0
4.644474,0.429265,8.215729,0
8.437801,2.506768,5.758856,0
1.070754,3.983388,6.634019,0
1.016331,2.135508,3.531254,0
4.201179,4.1835,2.461435,1
5.687278,0.842259,3.704206,0
7.420627,3.891846,6.928617,0
4.485736,2.229008,8.147436,0
7.722538,0.056072,7.185426,0
0.446714,4.616835,3.533875,0
1.867369,4.269887,3.280193,0
5.126701,2.048142,8.718749,0
0.245998,4.745472,0.785878,0
1.209271,2.384348,9.709906,0
5.779575,0.711407,8.084002,0
4.074859,4.539559,0.602131,1
7.963804,5.266481,6.574892,0
2.066634,1.203979,9.741396,0
9.910247,9.021507,9.809104,1
3.857354,5.060972,5.639491,1
2.683742,1.317303,9.970595,0
1.275852,2.322163,2.605251,0
0.22375,1.001243,6.394476,0
0.637246,7.050541,4.451243,0
3.340902,1.183588,6.076384,0
4.790142,1.995359,5.696652,0
9.699921,3.6868,3.899727,1
5.363078,0.813393,3.32534,0
4.672189,0.378405,4.6992,0
4.390704,3.543997,7.072906,0
1.835653,1.840165,3.480216,0
0.893962,7.097709,5.599732,0
5.054328,1.778465,7.260605,0
4.880861,8.586619,3.983312,0
1.845817,3.761842,3.527403,0
6.520122,3.1562,5.218724,0
9.325963,0.350532,2.139853,1
2.14053,2.800948,9.767145,0
3.030382,8.317965,2.612516,1
0.73388,5.972177,4.291099,0
3.87389,2.383911,3.604339,0
3.726824,0.501591,3.113427,0
7.006923,0.241452,8.569337,0
3.146697,4.350873,2.453711,0
2.914291,8.058005,5.930255,1
7.573277,4.332437,1.661331,1
2.784068,2.074103,5.174753,0
1.471652,1.739636,8.093771,0
1.6659,5.94718,8.132456,0
4.990718,2.701567,2.967293,0
0.394381,3.555253,1.093005,0
7.45929,5.057832,5.411067,1
1.514856,1.847479,1.260351,0
7.862066,2.438469,9.660312,0
1.943231,9.845006,7.137767,1
0.294513,7.945203,3.976617,1
3.051125,4.261511,2.448553,0
7.223742,5.813495,4.554376,1
1.509487,8.891157,6.99376,1
3.424014,1.074991,6.739653,0
3.191249,0.826618,0.564343,0
8.002635,1.325117,6.673184,1
2.95608,3.038259,8.767482,0
7.728738,4.652453,3.111131,1
2.215483,5.320699,6.788617,0
7.948429,0.587354,1.097406,1
2.936019,2.405264,2.323584,0
5.419231,8.232264,1.909033,1
3.790512,0.673183,6.072542,0
2.573385,1.578121,4.7832,0
6.034989,1.021724,2.320803,0
0.491517,7.41061,0.99336,0
8.344985,5.740254,7.627678,1
2.313318,0.718397,7.681929,0
4.588105,3.596382,0.583486,0
4.077619,5.525644,7.785432,1
7.6441,0.146228,5.538724,0
0.48544,7.256104,2.240402,0
2.42731,4.978063,2.207875,0
7.802891,9.988478,3.792722,1
6.171034,9.835868,3.280698,1
3.173757,5.7756,9.300863,1
7.155445,8.675528,8.218974,0
1.615387,2.326538,6.5392,0
7.904969,0.860052,3.393941,0
2.485199,5.539367,4.904115,0
2.436138,2.477973,9.04651,0
4.503571,5.281736,6.377658,0
3.874316,0.144265,7.42021,0
0.449898,2.88861,1.134288,0
5.430495,7.70164,5.655403,1
1.755646,4.754204,6.443269,0
0.299538,6.686976,9.789917,0
2.634919,5.337526,3.783055,0
7.767075,4.895683,6.005993,0
1.740998,5.104486,0.992978,0
3.483964,0.671419,7.018024,0
9.970883,4.158851,0.45733,1
8.043966,5.332791,0.983085,0
7.044361,0.766094,7.643247,0
7.298854,9.986302,4.285092,0
7.997341,4.529227,0.464658,1
7.461553,6.521762,1.833065,1
4.988001,5.938558,2.665776,1
8.12869,1.499342,7.704752,0
0.015103,6.83812,3.566505,0
9.282526,8.739171,2.407695,1
2.276335,7.673366,4.186285,1
0.277479,9.077996,0.414747,1
0.440659,0.674513,3.187741,0
8.357942,2.048503,6.000792,1
6.184384,1.109146,8.591486,1
1.078522,1.603706,6.679277,0
6.021135,1.828234,0.226757,0
6.823867,5.796895,7.675416,0
7.846137,1.927993,8.446141,1
3.456811,2.884665,5.291494,0
5.208094,2.528892,9.215064,0
1.906645,5.188075,9.202685,0
0.3263,6.438398,5.435622,0
7.268792,0.953698,5.275004,1
8.734005,7.592372,1.160994,0
7.013394,6.913555,7.525191,1
2.260689,2.946234,8.476317,0
0.655701,1.77697,2.125939,1
5.762801,6.509231,0.289935,1
1.984969,2.208062,9.262729,0
7.164021,6.980478,9.503451,0
8.247359,5.376854,8.954937,0
0.890207,5.511943,8.051838,0
0.847279,4.288978,9.685175,0
1.957005,2.114593,1.214908,0
2.394592,2.085355,2.130551,0
1.852544,3.713521,6.768385,0
3.453612,1.163236,1.982675,0
0.095382,2.396452,5.535862,0
2.605401,2.874959,5.298602,0
5.749799,2.056843,9.322687,0
